40.178125|-105.102425
29.577837|-98.44733
33.101513|-96.628803
29.528385|-98.564955
32.366978|-95.33929
29.448571|-98.583287
32.787678|-96.576573
34.160462|-99.315602
33.625915|-97.150847
29.615025|-95.285809
33.174867|-96.899789
30.068569|-95.473944
29.570669|-98.58962
29.738699|-95.435127
33.1557|-97.085029
40.021589|-105.267211
29.393647|-98.455388
29.9417|-95.439796
32.8349|-96.674797
35.234869|-101.911065
29.463441|-98.761573
32.883855|-96.8749
32.002476|-102.091299
32.174704|-95.316989
38.088537|-102.611116
37.304818|-107.019439
32.786578|-97.067517
30.31108|-97.682231
32.88957|-96.975417
33.235451|-96.648585
32.934727|-96.906717
32.622177|-96.856863
33.190976|-101.380855
28.859704|-96.987112
34.947912|-101.921509
32.873058|-96.770638
30.043784|-94.13465
26.903631|-99.277171
32.823829|-96.990279
30.299313|-97.730998
39.609242|-105.03507
29.266025|-95.348823
32.89829|-96.70269
29.957153|-95.49208
38.90323|-104.835197
26.175741|-98.233824
30.177178|-95.501111
33.959071|-98.685246
31.08085|-98.169667
30.575163|-96.302343
33.019892|-96.902963
30.368766|-97.948566
32.42806|-99.730754
26.201819|-98.237021
29.723768|-98.164347
39.752658|-104.991225
29.625373|-98.443048
33.656223|-95.37887
29.558029|-98.600548
29.531641|-95.809117
29.641021|-95.631933
32.726416|-97.166271
30.306963|-97.927507
29.815013|-95.464463
32.952999|-96.771797
29.56895|-98.69569
37.239741|-107.167001
39.68165|-104.989878
31.621826|-94.652537
30.831923|-98.439308
32.470665|-99.761993
33.592194|-101.940686
33.067654|-96.728602
29.894897|-95.220901
30.48432|-97.845842
29.742182|-95.421299
29.403503|-95.244998
38.676305|-104.705538
39.631401|-105.092911
32.937095|-96.83491
29.343973|-100.897242
30.008478|-95.461033
30.124975|-93.882385
29.604341|-95.115905
33.322456|-96.712149
33.153596|-96.11061
32.664582|-95.493825
32.705956|-97.341659
32.921067|-97.531009
30.638053|-97.541569
29.737955|-94.935598
31.90556|-98.606184
29.749948|-95.478663
29.354387|-95.106557
32.958922|-96.950362
29.725632|-95.40212
39.629956|-104.767373
30.233911|-97.712634
29.667565|-95.285292
32.999127|-97.202123
26.209759|-98.277873
32.045903|-102.107201
31.114114|-97.403552
29.808605|-95.361101
32.431261|-99.737168
